id,status_group
27945,functional
61004,non functional
50037,non functional
66857,non functional
66883,non functional
33218,non functional
71572,non functional
28072,functional
27487,functional
57257,functional
50415,functional
14311,functional
46894,non functional
4315,non functional
49315,functional
73073,functional
27316,functional
6419,functional needs repair
7203,functional
2734,non functional
18577,functional
27935,functional needs repair
9768,functional
63413,functional
20934,non functional
15777,functional
19589,non functional
31018,non functional
46043,functional
40285,functional
67118,non functional
40464,non functional
10890,functional
53378,functional
21792,functional
26782,functional
53675,functional
8990,functional
42815,non functional
43534,non functional
66321,functional
31317,functional
73929,non functional
56350,non functional
63688,non functional
69966,functional
59107,functional
70424,non functional
57824,functional
35652,functional
42559,functional
35998,functional
57162,non functional
72992,functional
13191,functional
61509,functional
41108,functional
64509,functional needs repair
21184,non functional
67664,functional
45250,non functional
42550,non functional
24149,functional
604,functional
47038,non functional
34900,functional
26330,non functional
27606,non functional
9400,functional
15731,non functional
67309,functional
8846,functional
69016,functional
70043,functional
39416,functional
5571,functional
27996,functional needs repair
14437,functional
23873,functional
48654,functional
15992,functional
48566,functional
13455,functional
65191,functional
56485,functional
41560,functional
25773,functional
1723,non functional
36360,functional
9527,functional
66954,non functional
53879,functional
66863,functional
4661,non functional
40752,functional needs repair
46625,functional
22398,non functional
4194,functional needs repair
9716,functional
23382,functional
41837,functional
71951,functional needs repair
1336,functional
71900,non functional
68888,functional
37682,functional
19247,functional
24186,non functional
15101,non functional
13988,functional
49752,functional
71501,functional
67144,functional
65073,functional
2050,functional
19513,functional
71992,functional
17274,functional
58277,non functional
64828,functional
38407,non functional
7295,functional
10886,non functional
393,functional
27650,non functional
130,functional
10157,functional
6700,functional
69913,non functional
302,functional
10016,non functional
42955,functional
31397,functional
50717,functional
57814,functional
46166,non functional
21005,non functional
12890,functional
40902,functional
16080,non functional
32856,non functional
33322,functional
66841,non functional
62345,functional
16848,non functional
31232,functional
56940,non functional
73672,non functional
21092,functional
27892,functional
2770,functional
34412,functional
34783,functional
72844,functional
38764,functional
67176,non functional
51056,functional
60854,functional
34263,functional
14249,non functional
27749,non functional
41487,non functional
61905,functional
14167,functional
47310,non functional
49973,non functional
67811,functional
35152,functional
71924,functional
71538,functional
45993,functional
53114,functional
27000,functional
1495,functional
69712,functional
34318,functional
60429,non functional
20154,non functional
6512,non functional
59294,functional
19702,non functional
29188,non functional
34313,non functional
6633,functional
66161,functional
60035,functional
48198,non functional
63697,functional
74066,functional
70444,non functional
36474,non functional
34303,non functional
6386,functional
35119,non functional
49053,functional needs repair
35787,non functional
48054,non functional
54683,functional
54692,non functional
61927,functional
19019,non functional
56321,functional
32851,non functional
61191,functional
35040,non functional
47780,functional
8248,non functional
17382,functional
33507,functional
26235,non functional
59704,functional
34036,non functional
22120,non functional
23903,functional
66617,functional
4702,non functional
53255,non functional
64002,functional
52591,non functional
31768,functional
20215,functional
10254,functional
47111,functional
44002,functional
70384,functional
56461,functional
59644,non functional
74022,non functional
27095,non functional
68327,functional
3107,functional
9389,non functional
34,functional
40606,functional
9591,functional
10419,functional
30834,functional
63382,non functional
45971,non functional
10847,functional
60597,functional
3606,non functional
45717,functional needs repair
71039,non functional
54780,functional
3853,functional
40496,non functional
13130,non functional
14341,non functional
22919,functional
5190,non functional
46250,functional
73512,non functional
45957,non functional
40631,functional
48402,functional
28316,functional
38721,functional
61851,functional
66722,functional
48965,functional
39139,functional
72201,functional
20357,functional
139,functional
43024,functional
68463,functional
44521,functional
62082,functional
66075,functional
21720,functional
31321,functional
53727,functional
46576,non functional
14517,functional
27713,non functional
56067,non functional
48703,functional
38592,non functional
62247,functional
16093,functional
29596,non functional
51912,functional
60655,functional
58933,functional
556,functional
34137,functional
31756,non functional
21671,functional
36797,functional
49509,functional
1852,non functional
28336,functional
64434,non functional
22411,functional
17921,functional needs repair
38673,non functional
53034,functional
60575,functional
26599,functional
52484,non functional
15083,functional
69431,functional
38357,non functional
70049,functional
73803,functional
20767,functional
50320,functional
62433,non functional
59752,functional
44317,non functional
62480,functional
15352,functional
65927,functional
46126,non functional
6415,functional
16986,functional
3813,functional
12340,functional
5767,functional
3228,functional
5946,non functional
19354,functional
53533,non functional
62437,non functional
64,functional
63558,non functional
55554,functional
64243,functional
63499,functional
44218,non functional
26657,non functional
16718,non functional
134,functional
14823,functional
14891,functional
17101,functional
52949,functional
32845,functional needs repair
71831,non functional
7977,non functional
4289,functional
56562,functional
12235,functional
69185,non functional
65347,non functional
28778,non functional
11673,functional
50716,non functional
32138,functional
36874,functional
58541,non functional
2251,functional
4653,functional
8892,non functional
58120,non functional
1428,functional
20901,functional
10826,non functional
37080,functional
60845,functional
46238,functional
50380,functional
52505,functional
4227,functional
1769,functional
70298,functional
25844,functional
36713,non functional
18716,functional
70718,functional
56368,functional
10198,functional
65176,functional
54248,non functional
11263,non functional
73586,functional
5009,functional
68348,functional
59774,functional
41924,non functional
26238,functional
61668,functional
60794,functional
53415,functional needs repair
2104,non functional
71187,functional
50518,functional needs repair
67378,non functional
17432,non functional
67860,non functional
35639,functional
45350,functional
35044,functional
58199,functional
29222,functional
18886,non functional
25751,functional
43924,non functional
40727,functional
36824,functional
37134,functional
52500,functional
48640,functional
21553,non functional
9923,functional
65488,functional
29396,functional
67006,functional
53511,non functional
61665,non functional
28546,functional
64765,non functional
69699,functional
5484,non functional
8458,functional
48508,non functional
3559,non functional
53161,functional
51691,non functional
44873,functional needs repair
11361,non functional
58366,non functional
39643,functional
20956,functional
32802,functional
66594,non functional
63952,functional
37201,non functional
10506,functional
10012,functional
68680,functional
59759,functional
15982,functional
38270,functional
56873,non functional
16821,functional
32387,functional
23561,non functional
31460,non functional
54052,functional
65855,functional
52042,functional needs repair
48346,functional
11770,non functional
11254,non functional
3087,functional
34356,functional
10393,functional
3442,functional
36519,non functional
29801,non functional
9083,functional
67817,functional
7235,functional
34178,functional
39950,functional
18116,functional
16311,functional needs repair
47438,functional
28287,functional
26072,non functional
64532,functional
15222,non functional
3528,functional
4186,functional
38758,functional
34612,functional
39467,functional
42270,non functional
26869,non functional
30272,functional
57185,functional
25867,functional
68281,functional
73713,functional
55567,functional
37847,functional
52236,functional
49771,non functional
36159,non functional
20648,non functional
39979,functional
13887,functional
56038,functional
29587,functional
24774,functional
33540,non functional
633,non functional
28686,functional
47280,non functional
15358,functional
9186,non functional
59685,non functional
73236,functional
65795,functional
6556,non functional
59978,functional
53022,functional
11214,functional
1126,non functional
66183,functional
34150,non functional
68802,functional
64234,non functional
20796,functional
50232,functional
27864,non functional
15922,functional
47224,non functional
20411,functional
58236,functional
31183,non functional
1326,non functional
6927,functional needs repair
15763,functional needs repair
64514,functional
1727,functional
47965,functional
66292,functional
44050,functional
61358,non functional
66453,functional
25488,functional needs repair
62951,non functional
10867,non functional
28322,non functional
57704,non functional
25966,functional
1273,functional
20098,functional
20363,non functional
6714,functional needs repair
72615,functional
33214,functional
58824,functional
45479,functional
62137,functional
30684,functional
59680,non functional
35045,functional needs repair
65128,non functional
4831,functional
5177,functional
70065,functional
21093,non functional
19335,functional
19323,non functional
74001,functional
33850,functional
24821,non functional
33177,non functional
12226,functional
24825,functional
3368,non functional
23910,non functional
35475,functional
14819,non functional
32825,non functional
58752,functional
54521,functional needs repair
12865,functional
45259,non functional
3482,functional
39985,non functional
11360,functional
25373,functional
62358,functional
33656,functional
31261,non functional
44090,non functional
40985,non functional
61937,functional
19299,functional
56247,non functional
3971,non functional
34610,non functional
8290,non functional
20192,functional
45030,functional needs repair
37553,functional
36216,non functional
29744,non functional
70771,functional
47888,non functional
35157,functional
49118,non functional
61496,functional
46223,non functional
24671,functional
46490,functional
52144,non functional
20065,non functional
63318,functional
14183,functional
44730,non functional
35702,functional
20103,functional
59414,non functional
64001,non functional
67763,functional needs repair
51588,functional
24943,non functional
43600,functional
67495,functional
10825,functional
42854,functional
32921,non functional
32870,functional needs repair
59948,non functional
19898,functional
63594,functional
25297,non functional
37683,non functional
30325,functional
53726,functional
22242,non functional
40634,non functional
48149,non functional
61883,functional
4547,non functional
56915,functional
45982,functional
34192,functional
44825,non functional
72639,non functional
18374,non functional
43801,non functional
27289,functional
43221,functional
61124,functional
18635,functional
31511,functional
6860,non functional
23629,functional
39832,functional
33046,non functional
63196,functional
66032,functional
34899,functional
58248,functional
16226,functional
70113,non functional
34829,functional
6606,non functional
68670,functional
62443,functional
24750,non functional
72433,functional
69625,functional
18811,functional
23997,functional
61674,non functional
69200,non functional
58258,functional
58505,non functional
41588,functional
67855,functional
59361,functional
31772,functional
39598,non functional
18639,functional
31413,functional
61967,functional
68533,functional
56224,non functional
55085,functional
32953,non functional
53101,functional
43619,non functional
50959,non functional
53643,non functional
41934,non functional
52430,functional
43684,functional
71505,functional
26612,non functional
48303,functional
40748,functional
49242,functional
21006,functional
58995,non functional
71324,functional
63591,functional
74000,functional
47935,functional
52731,functional
42256,non functional
47185,functional
3530,functional
22584,functional
14401,functional
61526,non functional
47994,functional
765,functional
38240,functional
14058,functional
71651,functional
69885,functional
5754,functional
23220,functional
59868,functional
10001,functional
30706,functional
43314,functional
41811,non functional
11816,non functional
3100,functional
4087,functional
13999,functional
72260,functional
73349,non functional
16639,functional
9559,functional
25061,functional
44498,functional
19688,functional
70022,functional
69092,functional
29995,functional
66759,non functional
34490,non functional
12797,non functional
56097,non functional
18403,non functional
61761,non functional
57388,non functional
62728,functional
18966,functional
54806,functional
48343,non functional
54091,non functional
27742,functional
67959,non functional
2584,functional
7330,functional
38475,functional
9121,functional
59331,non functional
11455,non functional
5588,non functional
37321,non functional
72962,non functional
39535,functional
5998,functional
6468,functional
21393,non functional
48342,functional
64861,functional
66409,functional
47916,non functional
58507,non functional
29250,non functional
7069,non functional
57224,functional
41816,functional
5441,functional
67800,functional
31971,non functional
63894,functional
31957,non functional
67124,non functional
54890,non functional
48717,non functional
56043,non functional
33568,non functional
30342,non functional
60767,functional
22724,functional
32052,functional
22668,functional needs repair
27025,non functional
42862,functional
14621,functional
36636,non functional
52631,non functional
30906,functional
21747,functional
52253,functional
24499,functional
51784,non functional
36084,functional
28929,functional
55575,functional
6591,functional
15091,functional
65909,functional
31106,non functional
68439,non functional
69983,non functional
13953,non functional
29423,non functional
73906,non functional
34785,functional
30443,functional
12328,functional needs repair
25749,functional
39590,functional
22829,non functional
31457,non functional
38803,non functional
15131,functional
11309,functional
53391,non functional
47243,non functional
15474,non functional
53536,functional
69916,functional
20898,non functional
3365,functional
42933,non functional
56889,functional
7729,non functional
10891,non functional
472,non functional
18664,non functional
61055,non functional
60570,functional
56414,non functional
58326,functional
55511,non functional
58568,non functional
30216,non functional
64275,functional
58274,functional
24926,functional
2851,non functional
16621,non functional
52480,non functional
72558,non functional
20068,functional
14829,functional
15476,functional
33081,non functional
24576,functional
53043,functional
59046,functional
44643,non functional
54147,functional
22597,functional
61038,non functional
70192,functional needs repair
34012,functional
53393,non functional
42145,functional
11374,functional
71124,functional
73954,functional
63397,non functional
35709,functional
12082,non functional
35162,functional
53827,functional
3628,non functional
36342,non functional
19854,non functional
28310,functional
2234,functional
58959,functional
31410,non functional
8285,functional needs repair
37258,non functional
16049,functional
62889,functional
67608,functional needs repair
52014,functional
13863,non functional
12155,non functional
70853,functional
32180,non functional
25511,non functional
16514,functional
72632,functional
39038,functional
29861,functional
7535,functional
16168,non functional
42684,non functional
45565,functional
63262,functional
21620,functional
62905,functional
46181,functional
41777,functional
65916,functional
28914,non functional
23512,functional
30901,non functional
62957,functional
45080,functional needs repair
45493,non functional
67714,functional
16573,non functional
12211,functional
34075,non functional
41866,functional
54905,functional
54209,functional
73369,functional
45370,non functional
71554,non functional
4101,functional
19708,non functional
27124,non functional
8101,non functional
70307,non functional
19394,functional
58563,non functional
14061,functional
4775,non functional
40988,functional
4793,functional
64320,non functional
128,functional
58747,non functional
13967,non functional
71103,functional
7739,functional
12387,functional
36032,non functional
52929,non functional
20929,functional needs repair
73658,functional
34609,non functional
4042,functional
15563,functional
9678,functional
44907,non functional
35497,non functional
57907,functional
66012,functional
65251,functional
42339,functional
28379,non functional
32823,functional
8180,functional
68351,functional
40764,functional
60555,functional
3370,functional
67848,functional
26257,non functional
28243,non functional
18496,functional
5351,functional
42588,functional
21737,functional
30762,functional
26366,non functional
31834,non functional
20135,functional
58688,non functional
39608,functional
9499,non functional
37360,non functional
25963,non functional
52038,functional
23742,functional
33308,non functional
34857,functional
36025,functional
45054,non functional
66163,non functional
63729,functional
73566,functional
73082,functional
5769,functional
66423,functional
62731,non functional
26849,functional
40942,functional
13180,functional
3689,non functional
14516,functional
71877,functional
24368,non functional
20677,functional
26348,functional
33876,functional
24728,functional
41442,functional
69644,non functional
61088,functional
64000,functional
4111,functional
44081,non functional
68475,non functional
65958,functional
6129,non functional
23233,functional
24158,non functional
23662,functional
11991,non functional
55719,functional
23415,non functional
9171,functional
34725,functional
38579,functional
7860,functional
14029,functional
8459,functional
34057,non functional
34071,functional
40310,functional
67553,functional
36484,functional
10070,functional
39383,functional
71249,non functional
49769,functional
26375,non functional
32189,non functional
68052,functional
22872,functional
3835,functional
22950,functional needs repair
57073,functional
30159,functional
29792,non functional
9998,functional
53018,functional
34054,functional
64943,functional
36219,functional
33432,functional
41173,non functional
45396,non functional
56534,functional
58866,non functional
67776,non functional
30130,functional
45792,functional
66218,non functional
19000,functional
59573,non functional
1530,non functional
63637,functional
40541,non functional
59356,non functional
62777,non functional
66373,functional
69892,non functional
74134,functional
66146,functional needs repair
34173,non functional
17602,functional
69353,functional
33632,functional
10628,functional
53487,non functional
13741,functional
23115,functional
62925,functional
14062,functional
22895,functional needs repair
73034,functional
26641,non functional
60485,functional
18908,functional
52780,functional needs repair
55292,functional
9492,functional
70457,functional
39577,functional needs repair
7566,functional
27981,functional
50691,functional
8194,functional
58410,non functional
14914,functional
37502,functional
48685,functional
52592,functional
60809,non functional
72336,non functional
60616,non functional
1992,functional
55485,functional
24837,functional
45667,functional
22369,non functional
65792,non functional
62698,non functional
71692,functional
12936,non functional
58535,non functional
31122,functional
31431,functional needs repair
9159,functional
23529,functional
68287,functional
59422,non functional
25286,non functional
5025,functional needs repair
21880,functional
62884,functional
6762,non functional
59629,functional
35922,non functional
34465,non functional
23949,functional
23559,functional
60539,functional
18425,functional
63168,non functional
19972,functional
59856,functional
61230,functional
37114,functional
5665,functional
66777,non functional
26872,non functional
26063,functional
42920,functional
27282,functional
1453,non functional
8912,functional
33394,functional
50861,non functional
28431,functional
14663,functional
2114,non functional
3169,non functional
21837,non functional
26091,functional
61930,non functional
55041,functional
69688,functional
65401,functional
50173,functional
498,functional needs repair
26611,functional
6619,functional
11208,functional
26529,functional
66071,functional
13206,functional
21095,non functional
46293,functional
54242,non functional
12393,non functional
32066,functional
28711,functional
33435,non functional
18176,functional
68909,functional
55298,non functional
28920,non functional
43425,functional
22812,functional
6149,functional
34335,functional
65973,non functional
18754,functional
50954,functional
23461,non functional
34003,non functional
11912,non functional
9446,non functional
38386,functional
32303,functional
64793,non functional
24902,non functional
6486,functional
59348,functional
3995,non functional
31315,functional
57806,functional
18167,non functional
72108,non functional
17851,functional
60248,non functional
3276,functional
30776,functional
32002,non functional
64168,non functional
59257,functional
21307,functional
4552,functional
59437,non functional
54986,functional
38708,functional needs repair
10069,non functional
36228,functional
55132,non functional
59720,non functional
42088,functional
15210,functional
15546,non functional
38093,functional
15570,non functional
28264,non functional
53620,non functional
60472,functional
68736,functional
47462,non functional
7688,functional
50048,functional needs repair
26407,functional
58302,non functional
5340,functional
24530,non functional
49816,functional
65995,non functional
60378,non functional
8669,non functional
18706,functional needs repair
56765,functional
22522,functional
66205,functional
5256,non functional
7929,non functional
71201,non functional
19618,functional
18583,functional
69276,functional
5770,functional
73280,functional
65534,non functional
60907,non functional
73651,functional
69073,functional
17833,functional
10013,functional
59067,functional
15312,functional
30076,non functional
46622,functional
16001,functional
57270,functional
62537,functional
62818,functional
60933,functional needs repair
31705,functional
73320,non functional
41559,functional
17019,non functional
30983,functional needs repair
71457,functional
17590,functional
23430,non functional
50995,functional
25241,functional
58836,functional
61272,functional
68303,non functional
18584,functional needs repair
48293,non functional
50690,functional
4232,functional
58031,functional
4516,functional
43444,functional
25678,functional
50796,functional
70235,non functional
2885,functional
11962,functional
21767,functional
56828,non functional
66797,functional
35819,non functional
19285,non functional
42392,functional
48788,non functional
15396,functional
7092,functional
15855,non functional
17627,functional
35238,functional
7988,functional
27855,non functional
41956,non functional
41915,functional needs repair
74068,functional
54733,non functional
42421,functional
17141,functional
3177,non functional
32318,functional
35024,functional
42204,non functional
4994,functional
65544,functional
3686,functional
2141,functional
51312,functional
35463,functional
50364,functional
362,functional
1577,functional
22158,functional
66658,functional
50014,functional
25347,functional
24874,non functional
32501,non functional
36257,functional
63214,non functional
63358,functional
40539,non functional
43233,functional
27999,non functional
36467,functional
41267,non functional
42824,functional
47523,functional
44429,functional
7995,functional
37883,functional needs repair
72634,functional
59190,non functional
73076,non functional
48867,functional
598,non functional
12720,functional
53958,non functional
14654,non functional
10207,functional
4811,functional
56403,non functional
7520,functional
26004,functional
51299,functional
67132,functional
12421,functional
8030,non functional
44869,functional
41060,functional
50138,non functional
47796,functional
39640,non functional
39972,functional
1384,functional
11577,functional
18482,functional
23749,functional
34716,non functional
29837,functional
55135,non functional
69570,functional
28195,functional
57754,non functional
22252,functional
2509,non functional
51611,functional needs repair
58912,functional needs repair
19123,non functional
38498,functional
37409,functional needs repair
68596,functional
4045,non functional
55535,non functional
19845,functional
68703,non functional
24622,functional
12151,non functional
57911,functional
39953,non functional
32620,non functional
30617,non functional
1840,non functional
26046,functional
36923,non functional
33861,functional
12609,functional
42975,functional
67386,functional
15466,functional
69497,functional
43828,functional
9382,functional
68470,non functional
38693,functional
55497,non functional
31647,functional
55811,non functional
27618,functional
23622,functional
67200,non functional
12024,functional
36536,non functional
20803,functional
46828,functional
20197,functional
48248,functional
40042,functional
59102,functional
68681,functional
24513,non functional
24344,functional
9236,non functional
38157,functional
46433,functional
28498,functional
56301,functional
17430,functional needs repair
68453,functional needs repair
52982,functional
33597,non functional
34889,non functional
12373,functional
51993,functional
3659,non functional
45577,non functional
65376,functional
23128,functional
22600,non functional
65675,non functional
21853,functional
15921,non functional
48790,functional
41388,non functional
24804,functional
54666,non functional
11903,functional
49707,functional
48610,functional
30490,functional
16837,non functional
71888,non functional
58963,functional
62484,non functional
11938,non functional
4474,non functional
19190,functional
48426,non functional
5945,functional
39160,functional
60878,non functional
7198,functional
69862,non functional
30384,functional
29759,functional
20521,functional
11796,functional
30140,functional
63760,functional needs repair
72793,functional
70995,non functional
59492,functional
27167,functional
25655,functional
37514,functional
22527,functional
21001,functional
47766,non functional
2943,functional
44132,non functional
22989,non functional
12760,functional
38366,functional
8221,non functional
52498,functional
32466,functional
57278,non functional
54805,functional
41638,non functional
62701,non functional
52623,functional
33353,non functional
26322,functional
11654,functional
32606,functional needs repair
46859,functional
7489,functional
8875,functional
47563,functional
17494,functional
66892,non functional
2270,functional
27562,functional
60383,functional
49935,functional needs repair
45055,non functional
49076,functional
17317,non functional
37425,functional
1258,functional
54429,functional
33738,non functional
9294,non functional
924,functional
45248,functional
11210,non functional
2290,non functional
8728,functional
1433,functional
17035,functional
54398,functional
35222,functional
68732,non functional
69825,functional
32568,functional
21216,non functional
18810,functional
11167,functional
48414,non functional
57552,functional
8841,non functional
65381,functional
17300,functional
27112,functional
71250,non functional
44885,functional needs repair
60790,functional
67442,functional needs repair
34255,functional
70760,non functional
65358,functional
51484,functional
69036,functional
31972,functional
35340,functional
38326,functional
8380,functional
20321,functional
23037,non functional
15504,functional
16006,non functional
67066,functional
9284,functional
45165,functional
25397,functional
63053,functional
65986,functional
64424,non functional
57573,functional
9570,non functional
54251,functional
70679,functional
3151,functional
59640,functional
12576,functional
42348,functional
8624,functional
58548,non functional
32294,non functional
60885,functional
37291,non functional
30126,non functional
19201,functional
104,functional
36365,functional
12182,functional
21755,functional
46101,functional
45467,functional
20039,non functional
58858,functional
18509,functional
7496,non functional
50020,functional
42929,functional
58760,non functional
36031,functional
36346,non functional
9085,non functional
43606,functional
58353,non functional
68381,functional
6515,functional
66481,functional
6065,non functional
2539,non functional
60627,non functional
54544,non functional
52129,functional
32109,non functional
3377,functional
31568,functional
18930,functional
59990,non functional
62516,non functional
10737,functional
3446,functional needs repair
44862,functional
29361,non functional
41040,non functional
57517,functional
35677,functional
59493,functional
48787,functional
15509,functional
17025,non functional
49756,functional
19128,functional
66601,functional
68768,functional
41066,non functional
2722,non functional
60721,non functional
10956,functional
2241,functional
14905,non functional
35774,non functional
162,non functional
2481,non functional
37458,non functional
32022,non functional
71506,functional
38920,functional
72196,non functional
35439,non functional
39678,functional
20828,functional
54734,functional
38283,non functional
52783,functional
72274,functional
36918,functional
16513,non functional
44509,functional
67321,non functional
15971,non functional
15643,functional
39721,functional
56918,functional
72556,functional
20919,functional
70117,non functional
42909,functional
7675,functional
32653,functional
70221,non functional
46773,non functional
39715,functional
26129,functional
1490,non functional
69042,functional
67422,functional needs repair
71330,functional
18513,non functional
53775,functional
37369,functional
51069,functional
56080,functional
72343,functional
15859,non functional
38154,functional needs repair
26058,non functional
35053,non functional
27675,non functional
11298,functional
40884,non functional
34856,functional
64389,functional
51937,non functional
4718,functional
9053,functional
30324,functional
21164,functional
73309,functional
50403,functional
1695,functional
33762,non functional
53313,non functional
60631,non functional
60260,non functional
19788,non functional
62607,functional
28846,functional
41759,functional
67881,non functional
17327,functional
1452,functional
56183,functional
39522,functional
33745,non functional
12164,non functional
10747,functional
59098,non functional
72036,non functional
12706,functional
4577,functional needs repair
64583,functional
39975,functional
49785,functional
39600,functional
30793,functional
40738,non functional
25772,functional
67455,non functional
73510,functional
57720,non functional
48506,functional
5536,functional
71033,functional
67056,functional
65348,functional
38819,functional
27224,non functional
18082,functional needs repair
37023,functional
31376,functional
6602,non functional
738,functional
8767,functional
51225,functional
10634,functional
52966,functional
25517,functional
27082,functional
73716,non functional
55450,non functional
60471,functional
32960,non functional
47966,non functional
21731,non functional
42476,functional
9445,non functional
30745,functional
25339,functional needs repair
43693,non functional
48404,functional
3129,functional
62204,functional
68391,functional
38621,non functional
56433,non functional
24666,functional
6253,functional
16676,non functional
24956,functional
57238,non functional
67716,non functional
4049,functional
6663,non functional
10709,non functional
45691,functional
64856,functional
18851,functional
38377,non functional
30284,functional
18673,functional
35973,non functional
40897,non functional
70039,functional
19896,non functional
27151,functional
68821,non functional
50615,non functional
21109,functional
48795,functional needs repair
55612,non functional
36998,non functional
26773,non functional
50214,functional
13091,functional
27581,non functional
36282,functional
35834,functional
46583,functional
57345,functional
51284,functional
5039,functional
48831,non functional
60747,non functional
6782,functional
23994,non functional
70650,functional
29243,non functional
10724,non functional
20653,non functional
44920,functional
8675,non functional
44598,functional
36602,functional
69063,functional needs repair
32151,non functional
20546,functional
27584,non functional
72708,non functional
55474,functional
73565,functional
39004,functional
16895,functional
52804,functional
68792,functional
29064,functional
53662,functional
47917,functional
65463,non functional
5257,functional
30894,non functional
7438,non functional
11547,non functional
61015,non functional
5844,non functional
44146,functional
63906,non functional
29651,non functional
8214,non functional
3123,non functional
29432,functional
41405,functional
8131,functional
8177,non functional
34087,functional
22106,non functional
4597,non functional
24132,non functional
46328,non functional
30788,functional
59114,functional
73614,non functional
25567,functional
31758,non functional
57486,functional
12496,functional
58337,non functional
71770,non functional
47347,functional
13320,non functional
65895,non functional
20090,functional
61879,functional
1586,non functional
687,functional
53310,non functional
3467,functional needs repair
8166,non functional
36490,non functional
43696,non functional
62545,non functional
53397,non functional
10057,non functional
68246,functional
54015,functional
45839,non functional
66322,functional
45849,functional
28370,functional
23448,functional
59228,functional
30399,functional
10032,functional
72731,non functional
74151,functional
49646,functional
3289,non functional
27951,non functional
12139,functional needs repair
11177,non functional
13190,non functional
36389,non functional
72096,functional
60412,non functional
764,functional
70726,functional
38549,functional
41643,functional needs repair
40455,functional
58332,functional
27829,non functional
52384,functional needs repair
56152,non functional
62200,non functional
29798,functional
18678,non functional
40718,functional
49355,non functional
45038,functional
62376,non functional
49758,functional
13956,functional
7199,non functional
560,functional needs repair
59636,functional
21009,functional
64190,functional
15523,functional
6459,functional
26099,non functional
46793,functional
5952,non functional
61234,functional
21277,functional
57077,non functional
18377,functional
42448,functional needs repair
35658,functional
57223,functional
5381,functional needs repair
65326,non functional
4687,functional
58961,functional
1866,functional
66386,non functional
33964,functional
16565,non functional
19941,non functional
10529,non functional
59765,functional
73186,functional
44389,functional
6759,non functional
16980,functional
62934,functional
22304,functional
61069,functional
15331,non functional
69287,functional
63023,functional
36074,functional
29591,non functional
31913,functional
16797,functional
41311,non functional
70672,non functional
5938,functional
34875,non functional
68600,non functional
45001,functional
73484,functional
74039,non functional
41959,functional
55955,functional
41498,non functional
55629,functional
63994,functional
26266,non functional
60829,functional
6164,functional
15993,functional
11587,functional
54885,functional
18314,non functional
22682,non functional
32878,functional
52756,functional
53016,functional
70557,functional
73704,non functional
26245,functional
8041,non functional
70341,non functional
25451,functional
64935,functional
28934,non functional
52963,non functional
73936,functional
38139,functional
7360,non functional
70495,non functional
45554,non functional
11207,non functional
55123,functional
56990,functional
70523,functional
73254,non functional
31992,functional
16563,functional
71813,non functional
18181,functional needs repair
62689,non functional
18016,functional
24235,functional
45853,functional needs repair
19551,functional
35271,functional
63420,non functional
13383,functional
26299,functional
45184,non functional
23555,functional needs repair
15765,functional
22392,non functional
40537,non functional
30089,functional
73191,functional
69189,functional
21104,non functional
49550,non functional
7905,non functional
35543,functional
65987,non functional
46310,functional
73553,functional
69524,functional
10063,functional
26598,functional
14675,functional
29785,non functional
70732,non functional
5508,non functional
50913,functional
37344,functional
23636,non functional
72923,functional
53570,functional
32067,non functional
37105,functional needs repair
27233,functional
36700,non functional
24827,functional
51638,functional
26748,functional
56077,non functional
65865,functional
5407,non functional
53189,functional
47486,non functional
7305,functional needs repair
26707,non functional
32572,functional
23054,functional
43613,functional
10201,non functional
55938,functional
40394,functional
10264,functional
13615,functional
12437,functional
41266,non functional
9301,functional
26394,functional
44729,functional
11111,functional
33038,non functional
1160,functional
23283,functional needs repair
43630,functional
65499,non functional
73948,non functional
53289,functional
52621,functional
60278,non functional
6103,non functional
46640,non functional
35679,functional
73468,functional
66284,functional
60822,non functional
9945,functional
49881,functional
9556,non functional
38689,non functional
48706,functional
30291,functional
45920,non functional
33313,non functional
21168,functional
31683,non functional
202,functional
44376,non functional
49397,functional
11843,non functional
42493,functional
60526,non functional
58500,functional
62710,functional
3902,functional
65152,non functional
6994,functional
16608,non functional
15603,non functional
7433,functional
45869,functional
56831,non functional
53485,functional
13899,functional
57663,functional
57052,non functional
40215,non functional
46481,functional needs repair
70615,non functional
24071,functional
21149,functional needs repair
45084,non functional
572,non functional
1348,functional
48797,non functional
65672,functional
46852,functional
32371,functional
40130,functional
3355,functional
22625,non functional
65229,functional needs repair
57213,functional
41584,non functional
19945,functional
37819,non functional
16027,functional
51853,functional
16135,functional
14403,non functional
37437,non functional
31551,functional
17773,functional
34037,non functional
17390,functional
11765,non functional
44770,non functional
64679,non functional
45136,functional
36117,non functional
32149,functional
6493,non functional
7999,functional needs repair
15467,non functional
5727,functional
13943,functional
71053,non functional
60194,functional
29449,functional needs repair
39890,non functional
31096,functional
22393,non functional
13244,functional needs repair
34077,non functional
51970,non functional
64119,non functional
11953,functional
20275,functional
37009,functional
68672,functional
24396,non functional
9579,non functional
8726,functional
20269,functional
52191,non functional
13666,non functional
8147,functional
38944,functional
67856,functional
44866,functional
52541,functional
49602,functional needs repair
11521,non functional
54223,functional
52160,functional
60375,non functional
36396,functional
29545,non functional
55053,functional
23020,functional
44596,functional
8735,non functional
52403,functional
38398,non functional
40424,functional
56013,non functional
60104,functional
68279,non functional
16583,functional
17298,functional
